   0.00000000       0.00000000    
   3.14473771E-02  0.763726890    
   6.28947541E-02   1.39786530    
   9.43421274E-02   1.79747999    
  0.125789508       1.90191627    
  0.157236889       1.70543551    
  0.188684255       1.25679564    
  0.220131636      0.648025811    
  0.251579016      -5.08647738E-03
  0.283026397     -0.586602569    
  0.314473778      -1.00313389    
  0.345921159      -1.20094395    
  0.377368510      -1.17403018    
  0.408815891     -0.961787820    
  0.440263271     -0.637116432    
  0.471710652     -0.287896127    
  0.503158033       3.87240807E-03
  0.534605384      0.180539221    
  0.566052794      0.220800653    
  0.597500145      0.142657250    
  0.628947556      -3.14544537E-03
  0.660394907     -0.147503793    
  0.691842318     -0.221705064    
  0.723289669     -0.176079884    
  0.754737020       5.86476037E-03
  0.786184430      0.301250964    
  0.817631781      0.651168883    
  0.849079192      0.972998619    
  0.880526543       1.17905831    
  0.911973953       1.19746399    
  0.943421304      0.990465283    
  0.974868715      0.565997362    
   1.00631607      -2.03919001E-02
   1.03776348     -0.674034655    
   1.06921077      -1.27853763    
   1.10065818      -1.71862435    
   1.13210559      -1.90366423    
   1.16355300      -1.78692925    
   1.19500029      -1.37642574    
   1.22644770     -0.734850645    
   1.25789511       3.14501710E-02
   1.28934240      0.792391300    
   1.32078981       1.41892374    
   1.35223722       1.80755019    
   1.38368464       1.89967906    
   1.41513193       1.69183803    
   1.44657934       1.23479331    
   1.47802675      0.621946514    
   1.50947404      -3.04456484E-02
   1.54092145     -0.606936455    
   1.57236886      -1.01544607    
   1.60381627      -1.20405817    
   1.63526356      -1.16870165    
   1.66671097     -0.950395942    
   1.69815838     -0.623024881    
   1.72960579     -0.274636596    
   1.76105309       1.34204421E-02
   1.79250050      0.184774593    
   1.82394791      0.219702423    
   1.85539520      0.137699410    
   1.88684261      -9.43301897E-03
   1.91829002     -0.152236313    
   1.94973743     -0.222413391    
   1.98118472     -0.171397075    
   2.01263213       1.57890171E-02
   2.04407954      0.314697057    
   2.07552695      0.665178180    
   2.10697436      0.984023631    
   2.13842154       1.18378150    
   2.16986895       1.19361830    
   2.20131636      0.977440655    
   2.23276377      0.545129776    
   2.26421118      -4.59832773E-02
   2.29565859     -0.699964643    
   2.32710600      -1.30001509    
   2.35855317      -1.73139739    
   2.39000058      -1.90492201    
   2.42144799      -1.77590299    
   2.45289540      -1.35461044    
   2.48434281     -0.705771685    
   2.51579022       6.28916323E-02
   2.54723763      0.820842326    
   2.57868481       1.43959332    
   2.61013222       1.81713784    
   2.64157963       1.89695466    
   2.67302704       1.67783415    
   2.70447445       1.21253991    
   2.73592186      0.595804930    
   2.76736927      -5.56855090E-02
   2.79881644     -0.626997232    
   2.83026385      -1.02740026    
   2.86171126      -1.20680726    
   2.89315867      -1.16307425    
   2.92460608     -0.938825428    
   2.95605350     -0.608901680    
   2.98750091     -0.261475056    
   3.01894808       2.27759946E-02
   3.05039549      0.188787028    
   3.08184290      0.218412846    
   3.11329031      0.132636800    
   3.14473772      -1.57144517E-02
   3.17618513     -0.156845942    
   3.20763254     -0.222922176    
   3.23907995     -0.166490108    
   3.27052712       2.58963574E-02
   3.30197453      0.328226089    
   3.33342195      0.679134071    
   3.36486936      0.994854689    
   3.39631677       1.18819511    
   3.42776418       1.18940187    
   3.45921159      0.964062631    
   3.49065876      0.524002254    
   3.52210617      -7.16718659E-02
   3.55355358     -0.725805819    
   3.58500099      -1.32121801    
   3.61644840      -1.74375677    
   3.64789581      -1.90568745    
   3.67934322      -1.76439750    
   3.71079040      -1.33242559    
   3.74223781     -0.676496089    
   3.77368522       9.43099558E-02
   3.80513263      0.849061072    
   3.83658004       1.45987546    
   3.86802745       1.82624304    
   3.89947486       1.89374411    
   3.93092203       1.66343355    
   3.96236944       1.19003928    
   3.99381685      0.569607437    
   4.02526426      -8.07876661E-02
   4.05671167     -0.646779656    
   4.08815908      -1.03899574    
   4.11960649      -1.20919311    
   4.15105391      -1.15715516    
   4.18250132     -0.927084029    
   4.21394873     -0.594746709    
   4.24539614     -0.248419568    
   4.27684307       3.19390297E-02
   4.30829048      0.192573875    
   4.33973789      0.216931805    
   4.37118530      0.127471536    
   4.40263271      -2.19783541E-02
